,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,field_fate5,field_fate6,field_fate7,field_fate_eq,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
528,30050.0,RUTW,2021,29.76812,-93.1627,,,none,,60.0,60.0,0.0,True,,41.0,,0.0,,N,N,,,,3.0,D,D,D,D,D,D,D,False,,,D,D,20.0,20.0,3.0,3.0,3,61,61,LETE,0.0,0,0.0,False,True,False,58.0,58,58,61,61,,,2,3.0,0.0,2E,coyote,58|61,2E|coyote,0|3,,,
529,30051.0,RUTW,2021,29.76852,-93.16399,0.0,0.0,none,,76.0,76.0,0.0,True,,57.0,,0.0,,N,N,,,,3.0,D,D,D,D,D,D,D,False,,,D,D,4.0,4.0,3.0,3.0,3,61,61,LETE,1.0,0,0.0,False,True,False,58.0,58,58,61,61,,,2,3.0,0.0,1E,coyote,58|61,1E|coyote,0|3,,,"nest stick was knocked out, probably by coyote"
530,30052.0,RUTW,2021,29.76946,-93.16882,0.0,0.0,none,,62.0,62.0,0.0,True,,43.0,,0.0,,N,N,,,,3.0,D,D,D,D,D,D,D,False,,,D,D,18.0,18.0,3.0,3.0,3,61,61,LETE,0.0,0,0.0,False,True,False,58.0,58,58,61,61,,,2,3.0,0.0,2E,coyote,58|61,2E|coyote,0|3,,,
531,30053.0,RUTW,2021,29.7695,-93.16927,0.0,0.0,none,,78.0,69.0,9.0,False,,50.0,,1.0,,N,N,,,,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,10.0,4.0,4.0,0,69,69,LETE,1.0,1,0.0,True,True,False,58.0,69,69,69,69,,,4,11.0,0.0,2E,"1E, 1C (1d)",58|61|65|69,"2E|2E|2E|1E, 1C (1d)",0|3|4|4,,,
532,30054.0,RUTW,2021,29.76978,-93.17125,0.0,0.0,none,,73.0,73.0,0.0,True,,54.0,,0.0,,N,N,,,,3.0,D,D,D,D,D,D,D,False,,,D,D,7.0,7.0,3.0,3.0,3,61,61,LETE,1.0,0,0.0,False,True,False,58.0,58,58,61,61,,,2,3.0,0.0,2E,coyote,58|61,2E|coyote,0|3,,,
533,30055.0,RUTW,2021,29.77011,-93.17284,0.0,,none,,72.0,72.0,0.0,True,,53.0,,0.0,,N,N,,,,3.0,D,D,D,D,D,D,D,False,,,D,D,8.0,8.0,3.0,3.0,3,61,61,LETE,1.0,0,0.0,False,True,False,58.0,58,58,61,61,,,2,3.0,0.0,2E,coyote,58|61,2E|coyote,0|3,,,
534,30056.0,RUTW,2021,29.77108,-93.17836,0.0,0.0,none,,74.0,74.0,0.0,True,,55.0,,0.0,,N,N,,,,3.0,D,D,D,D,D,D,D,False,,,D,D,6.0,6.0,3.0,3.0,3,61,61,LETE,1.0,0,0.0,False,True,False,58.0,58,58,61,61,,,2,3.0,0.0,2E,coyote,58|61,2E|coyote,0|3,,,
535,30057.0,RUTW,2021,29.77129,-93.1795,,,none,,62.0,62.0,0.0,True,,43.0,,0.0,,N,N,,,,4.0,D,D,D,D,D,D,D,False,,,D,D,22.0,22.0,4.0,4.0,4,65,65,LETE,0.0,0,0.0,False,True,False,58.0,61,61,65,65,,,3,7.0,0.0,3E,D,58|61|65,3E|3E|D,0|3|4,,,scat found in nest cup!
536,30058.0,HBRB,2021,29.76541,-93.37804,,,none,,63.0,68.0,5.0,False,,49.0,5.0,0.0,,N,N,,,24.0,9.0,H,H,H,H,H,H,H,False,,,H,H,19.0,24.0,9.0,9.0,0,68,68,LETE,0.0,1,0.0,True,True,False,59.0,68,68,68,68,,,2,9.0,1.0,2E,"1E, 1C",59|68,"2E|1E, 1C",0|9,,,
537,30059.0,HBRB,2021,29.76526,-93.37566,0.0,,none,,76.0,76.0,0.0,True,,57.0,0.0,0.0,,N,N,,,11.0,9.0,F,F,F,F,F,F,F,False,,,F,F,11.0,11.0,9.0,9.0,9,68,68,LETE,1.0,0,0.0,False,True,False,59.0,59,59,68,68,,,2,9.0,0.0,2E,F,59|68,2E|F,0|9,,,"unknown reason for failure, no evidence seen"
538,30061.0,HBRB,2021,29.76508,-93.37427,0.0,0.0,none,,76.0,76.0,0.0,True,,57.0,0.0,0.0,,N,N,,,16.0,5.0,W,W,W,W,W,W,W,False,,,W,W,16.0,16.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,3,5.0,0.0,2E,0E,59|68|73,2E|2E|0E,0|9|5,,,washout from heavy rain events
539,30062.0,RUTW,2021,29.76759,-93.15884,0.0,0.0,none,,64.0,64.0,0.0,True,,45.0,,0.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,24.0,24.0,4.0,4.0,4,69,69,LETE,0.0,0,0.0,False,True,True,61.0,65,65,69,69,,,3,8.0,1.0,2E,0E,61|65|69,2E|2E|0E,0|4|4,,,"possibly hatched, but there were also coyote tracks in the area"
540,30063.0,RUTW,2021,29.76798,-93.16164,0.0,0.0,none,,79.0,79.0,0.0,True,,60.0,,0.0,,N,N,,,,4.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,5.0,5.0,4.0,4.0,4,65,65,LETE,1.0,0,0.0,False,True,False,61.0,61,61,65,65,,,2,4.0,0.0,1E,Hu,61|65,1E|Hu,0|4,,,6/14: nest run over
541,30064.0,RUTW,2021,29.76838,-93.16361,0.0,0.0,none,,79.0,79.0,0.0,True,,60.0,,0.0,,N,N,,,,4.0,F,F,F,F,F,F,F,False,,,F,F,9.0,9.0,4.0,4.0,4,69,69,LETE,1.0,0,0.0,False,True,False,61.0,65,65,69,69,,,3,8.0,0.0,2E,0E,61|65|69,2E|2E|0E,0|4|4,,,
542,30065.0,RUTW,2021,29.76958,-93.1685,0.0,0.0,none,,,,,True,,,,0.0,,N,N,,,,5.0,U,U,U,U,U,U,U,False,,,U,U,,,5.0,5.0,5,74,74,LETE,,0,0.0,False,True,True,61.0,69,69,74,74,,,4,13.0,,BON,0E,61|65|69|74,2E|BON|BON|0E,0|4|4|5,,,
543,30066.0,RUTE,2021,29.75922,-93.12305,0.0,0.0,fenced,,65.0,72.0,7.0,False,,53.0,7.0,0.0,,N,N,,,26.0,3.0,H,H,H,H,H,H,H,False,,,H,H,19.0,26.0,3.0,3.0,0,72,72,LETE,0.0,1,0.0,True,True,False,61.0,72,72,72,72,,,4,11.0,1.0,3E,"1E, 1C",61|65|69|72,"3E|3E|3E|1E, 1C",0|4|4|3,,,
544,30067.0,RUTE,2021,29.75822,-93.11711,0.0,0.0,fenced,,74.0,74.0,0.0,True,,55.0,,0.0,,N,N,,,,5.0,U,U,U,U,U,U,U,False,,,U,U,22.0,22.0,5.0,5.0,5,77,77,LETE,0.0,0,0.0,False,True,True,61.0,72,72,77,77,,,5,16.0,0.0,3E,0E,61|65|69|72|77,3E|3E|3E|3E|0E,0|4|4|3|5,,,
545,30068.0,RUTE,2021,29.75801,-93.11697,0.0,0.0,fenced,,65.0,65.0,0.0,True,,46.0,0.0,0.0,,N,N,,,23.0,4.0,D,D,D,D,D,D,D,False,,,D,D,23.0,23.0,4.0,4.0,4,69,69,LETE,0.0,0,0.0,False,True,False,61.0,65,65,69,69,,,3,8.0,1.0,2E,0E,61|65|69,2E|2E|0E,0|4|4,,,"lots of coyote tracks/activity in the area where the cup was. Was old enough to hatch, but I think coyotes got the chicks due to the track behavior"
546,30069.0,RUTE,2021,29.75776,-93.11603,0.0,0.0,fenced,,70.0,72.0,2.0,False,,53.0,2.0,0.0,,N,N,,,21.0,3.0,H,H,H,H,H,H,H,False,,,H,H,19.0,21.0,3.0,3.0,0,72,72,LETE,0.0,1,0.0,True,True,False,61.0,72,72,72,72,,,4,11.0,0.0,3E,"1C, 1E",61|65|69|72,"3E|BON|3E|1C, 1E",0|4|4|3,,,"6/21: 1 chick, 1d old, 1 egg left in area but displaced from scrape"
547,30070.0,RUTE,2021,29.75644,-93.1094,0.0,,fenced,,70.0,70.0,0.0,True,,51.0,,0.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,14.0,14.0,4.0,4.0,4,65,65,LETE,1.0,0,0.0,False,True,True,61.0,61,61,65,65,,,2,4.0,0.0,2E,0E,61|65,2E|0E,0|4,,,
548,30071.0,RUTW,2021,29.7727,-93.18276,60.0,60.0,none,,90.0,90.0,0.0,True,,62.0,,0.0,,N,N,,,,4.0,F,F,F,F,F,F,F,False,,,F,F,7.0,7.0,4.0,4.0,4,69,69,WIPL,1.0,0,0.0,False,True,False,65.0,65,65,69,69,,,2,4.0,0.0,3E,0E,65|69,3E|0E,0|4,,,unknown cause of failure :(
549,30072.0,RUTE,2021,29.75867,-93.11887,0.0,0.0,fenced,,78.0,78.0,0.0,True,,59.0,0.0,0.0,,N,N,,,18.0,5.0,F,F,F,F,F,F,F,False,,,F,F,18.0,18.0,5.0,5.0,5,77,77,LETE,0.0,0,0.0,False,True,False,65.0,72,72,77,77,,,4,12.0,0.0,3E,0E,65|69|72|77,3E|3E|3E|0E,0|4|3|5,,,
550,30073.0,RUTE,2021,29.7564,-93.10984,0.0,0.0,fenced,,78.0,78.0,0.0,True,,59.0,,0.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,10.0,10.0,4.0,4.0,4,69,69,LETE,1.0,0,0.0,False,True,True,65.0,65,65,69,69,,,2,4.0,0.0,2E,DNL,65|69,2E|DNL,0|4,,,DNL = did not locate. unknown nest fate because was unable to relocate nest
551,30074.0,HBRB,2021,29.76654,-93.38819,0.0,10.0,fenced,,81.0,83.0,2.0,False,,64.0,1.0,3.0,,N,N,,,21.0,4.0,H,H,H,H,H,H,H,False,,,H,H,20.0,22.0,1.0,1.0,1,84,84,LETE,0.0,1,0.0,True,True,False,68.0,83,83,83,83,,,6,16.0,0.0,hatch day,"1C, 1E",68|73|76|79|83|84,"3E|3E|3E|3E|hatch day|1C, 1E",0|5|3|3|4|1,,,parental behavior 7/3 during stewardship and on 7/6. Possibly a 2nd chick hatched a day or 2 prior?
552,30076.0,HBRB,2021,29.7653,-93.37608,0.0,0.0,none,,83.0,83.0,0.0,True,,64.0,0.0,0.0,,N,N,,,9.0,5.0,W,W,W,W,W,W,W,False,,,W,W,9.0,9.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,2,5.0,0.0,2E,0E,68|73,2E|0E,0|5,,,washout from heavy rain events
553,30079.0,HBRB,2021,29.76509,-93.37295,0.0,0.0,none,,77.0,77.0,0.0,True,,58.0,0.0,0.0,,N,N,,,15.0,5.0,W,W,W,W,W,W,W,False,,,W,W,15.0,15.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,2,5.0,0.0,2E,0E,68|73,2E|0E,0|5,,,washout from heavy rain events
554,30080.0,HBRB,2021,29.765,-93.37202,0.0,0.0,none,,84.0,84.0,0.0,True,,65.0,0.0,0.0,,N,N,,,8.0,5.0,W,W,W,W,W,W,W,False,,,W,W,8.0,8.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,2,5.0,0.0,2E,0E,68|73,2E|0E,0|5,,,washout from heavy rain events
555,30081.0,RUTW,2021,29.76923,-93.16721,0.0,0.0,none,,72.0,72.0,0.0,True,,53.0,,0.0,,N,N,,,,5.0,U,U,U,U,U,U,U,False,,,U,U,21.0,21.0,5.0,5.0,5,74,74,LETE,0.0,0,0.0,False,True,True,69.0,69,69,74,74,,,2,5.0,0.0,3E,0E,69|74,3E|0E,0|5,,,
556,30082.0,RUTW,2021,29.77058,-93.17419,0.0,0.0,none,,81.0,81.0,0.0,True,,62.0,,0.0,,N,N,,,,9.0,U,U,U,U,U,U,U,False,,,U,U,24.0,24.0,9.0,9.0,9,86,86,LETE,0.0,0,0.0,False,True,True,69.0,77,77,86,86,,,4,17.0,1.0,2E,0E,69|74|77|86,2E|2E|2E|0E,0|5|3|9,,,
557,30083.0,RUTW,2021,29.77165,-93.17779,0.0,0.0,none,,81.0,81.0,0.0,True,,62.0,,0.0,,N,N,,,,5.0,S,S,S,S,S,S,S,False,,,S,S,12.0,12.0,5.0,5.0,5,74,74,LETE,1.0,0,0.0,False,True,False,69.0,69,69,74,74,,,2,5.0,0.0,2E,0E,69|74,2E|0E,0|5,,,
558,30084.0,RUTW,2021,29.77201,-93.1814,1.0,1.0,none,,75.0,75.0,0.0,True,,56.0,,0.0,,N,N,,,,5.0,S,S,S,S,S,S,S,False,,,S,S,18.0,18.0,5.0,5.0,5,74,74,LETE,0.0,0,0.0,False,True,False,69.0,69,69,74,74,,,2,5.0,0.0,2E,0E,69|74,2E|0E,0|5,,,
559,30085.0,RUTE,2021,29.75788,-93.11641,0.0,0.0,fenced,,78.0,78.0,0.0,True,,59.0,,0.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,22.0,22.0,4.0,4.0,4,81,81,LETE,0.0,0,0.0,False,True,True,72.0,77,77,81,81,,,3,9.0,0.0,2E,0E,72|77|81,2E|2E|0E,0|5|4,,,could have hatched but no confirmed chick sighting
560,30086.0,RUTE,2021,29.75638,-93.11006,0.0,0.0,fenced,,76.0,76.0,0.0,True,,57.0,0.0,0.0,,N,N,,,20.0,5.0,D,D,D,D,D,D,D,False,,,D,D,20.0,20.0,5.0,5.0,5,77,77,LETE,0.0,0,0.0,False,True,False,72.0,72,72,77,77,,,2,5.0,0.0,2E,coyote,72|77,2E|coyote,0|5,,,
561,30087.0,RUTE,2021,29.75616,-93.10882,1.0,5.0,fenced,,76.0,76.0,0.0,True,,57.0,0.0,0.0,,N,N,,,20.0,5.0,D,D,D,D,D,D,D,False,,,D,D,20.0,20.0,5.0,5.0,5,77,77,LETE,0.0,0,0.0,False,True,False,72.0,72,72,77,77,,,2,5.0,0.0,1E,coyote,72|77,1E|coyote,0|5,,,
562,30088.0,RUTW,2021,29.77167,-93.17757,20.0,15.0,none,,83.0,83.0,0.0,True,,64.0,,0.0,,N,N,,,,5.0,S,S,S,S,S,S,S,False,,,S,S,10.0,10.0,5.0,5.0,5,74,74,LETE,1.0,0,0.0,False,True,False,69.0,69,69,74,74,,,2,5.0,0.0,2E,0E,69|74,2E|0E,0|5,,,
563,30089.0,RUTE,2021,29.75618,-93.10878,0.0,0.0,fenced,,81.0,81.0,0.0,True,,62.0,,0.0,,N,N,,,,4.0,U-H,U-H,U-H,U-H,U-H,U-H,U-H,False,,,U-H,U-H,19.0,19.0,4.0,4.0,4,81,81,LETE,0.0,0,0.0,False,True,True,72.0,77,77,81,81,,,3,9.0,0.0,2E,0E,72|77|81,2E|2E|0E,0|5|4,,,"could have hatched, no evidence of disturbance"
564,30091.0,RUTW,2021,29.76954,-93.16965,0.0,0.0,none,,88.0,88.0,0.0,True,,69.0,,0.0,,N,N,,,,9.0,F,F,F,F,F,F,F,False,,,F,F,17.0,17.0,9.0,9.0,9,86,86,LETE,0.0,0,0.0,False,True,False,74.0,77,77,86,86,,,3,12.0,0.0,2E,0E,74|77|86,2E|2E|0E,0|3|9,,,
565,30092.0,RUTW,2021,29.77162,-93.17829,0.0,0.0,none,,92.0,92.0,0.0,True,,73.0,,0.0,,N,N,,,,9.0,D,D,D,D,D,D,D,False,,,D,D,13.0,13.0,9.0,9.0,9,86,86,LETE,1.0,0,0.0,False,True,False,74.0,77,77,86,86,,,3,12.0,0.0,1E,0E,74|77|86,1E|1E|0E,0|3|9,,,
566,30093.0,RUTW,2021,29.7717,-93.17924,5.0,15.0,none,,77.0,77.0,0.0,True,,58.0,,0.0,,N,N,,,,3.0,U-H,U-H,U-H,U-H,U-H,U-H,U-H,False,,,U-H,U-H,19.0,19.0,3.0,3.0,3,77,77,LETE,0.0,0,0.0,False,True,True,74.0,74,74,77,77,,,2,3.0,0.0,3E,0E,74|77,3E|0E,0|3,,,"6/26: no eggs, but very likely could have hatched, saw no evidence of failure"
567,30095.0,RUTE,2021,29.75939,-93.1224,0.0,0.0,fenced,,93.0,93.0,0.0,True,,74.0,0.0,0.0,,N,N,,,7.0,4.0,F,F,F,F,F,F,F,False,,,F,F,7.0,7.0,4.0,4.0,4,81,81,LETE,1.0,0,0.0,False,True,False,77.0,77,77,81,81,,,2,4.0,0.0,2E,0E,77|81,2E|0E,0|4,,,
568,30096.0,RUTE,2021,29.75834,-93.11926,80.0,65.0,fenced,,97.0,97.0,0.0,True,,81.0,0.0,0.0,,N,N,,,12.0,7.0,D,D,D,D,D,D,D,False,,,D,D,12.0,12.0,7.0,7.0,7,93,93,CONI,1.0,0,0.0,False,True,False,81.0,86,86,93,93,,,3,12.0,0.0,2E,0E,81|86|93,2E|2E|0E,0|5|7,,,coyote tracks on 7/12
569,30097.0,RUTE,2021,29.7578,-93.11575,0.0,0.0,fenced,,101.0,102.0,1.0,False,,83.0,1.0,0.0,0.009900990099009901,Y,Y,N,,20.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,20.0,4.0,4.0,0,102,102,LETE,0.0,1,1.0,False,False,False,86.0,102,102,102,102,,,5,16.0,0.0,2E,"1E, 1C",86|89|94|98|102,"2E|2E|2E|2E|1E, 1C",0|3|5|4|4,,,
570,30098.0,RUTE,2021,29.75701,-93.11245,0.0,0.0,fenced,,104.0,104.0,0.0,True,,85.0,0.0,0.0,,N,N,,,4.0,3.0,D,D,D,D,D,D,D,False,,,D,D,4.0,4.0,3.0,3.0,3,89,89,LETE,1.0,0,0.0,False,True,False,86.0,86,86,89,89,,,2,3.0,0.0,1E,0E,86|89,1E|0E,0|3,,,
571,30100.0,BROW,2021,29.77344,-93.29399,30.0,40.0,none,,38.0,38.0,0.0,True,,10.0,0.0,0.0,,N,N,,,13.0,4.0,S,S,S,S,S,S,S,False,,,S,S,13.0,13.0,4.0,4.0,4,23,23,WIPL,1.0,0,0.0,False,True,False,15.0,19,19,23,23,,,3,8.0,0.0,3E,0E,15|19|23,3E|3E|0E,0|4|4,,,"3 May: parents weren't in area upon searching, debris was washed up and no eggs were found by popsicle stick"
572,30102.0,RUTE,2021,29.75622,-93.10995,,,fenced,,43.0,43.0,0.0,True,,24.0,,0.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,19.0,19.0,4.0,4.0,4,43,43,LETE,0.0,0,0.0,False,True,True,24.0,39,39,43,43,,,6,19.0,0.0,2E,0E,24|31|34|35|39|43,1E|2E|2E|BON|2E|0E,0|7|3|1|4|4,,,
573,30103.0,RUTE,2021,29.75543,-93.10677,,,fenced,,43.0,43.0,0.0,True,,24.0,0.0,0.0,,N,N,,,11.0,4.0,D,D,D,D,D,D,D,False,,,D,D,11.0,11.0,4.0,4.0,4,35,35,LETE,1.0,0,0.0,False,True,False,24.0,31,31,35,35,,,3,11.0,0.0,2E,coyote,24|31|35,1E|2E|coyote,0|7|4,,,
574,30104.0,RUTE,2021,29.75731,-93.11316,,,fenced,C,56.0,56.0,0.0,True,,37.0,0.0,0.0,,Y,Y,N,D,2.0,4.0,D,D,D,D,D,D,D,False,D,D,D,D,2.0,2.0,4.0,4.0,4,39,39,LETE,1.0,0,0.0,False,False,False,31.0,35,35,39,39,,,3,8.0,0.0,BON,0E,31|35|39,2E|BON|0E,0|4|4,,,
575,30105.0,RUTE,2021,29.75716,-93.11281,,,fenced,,53.0,53.0,0.0,True,,34.0,0.0,0.0,,N,N,,,9.0,4.0,F,F,F,F,F,F,F,False,,,F,F,9.0,9.0,4.0,4.0,4,43,43,LETE,1.0,0,0.0,False,True,False,31.0,39,39,43,43,,,4,12.0,0.0,3E,0E,31|35|39|43,3E|BON|3E|0E,0|4|4|4,,,
576,30106.0,RUTW,2021,29.77077,-93.1784,,,none,,46.0,46.0,0.0,True,,27.0,,0.0,,N,N,,,,5.0,S,S,S,S,S,S,S,False,,,S,S,12.0,12.0,5.0,5.0,5,39,39,LETE,1.0,0,0.0,False,True,False,34.0,34,34,39,39,,,2,5.0,0.0,3E,0E,34|39,3E|0E,0|5,,,no popsicle stick located; no eggs seen in area
577,30107.0,RUTW,2021,29.77063,-93.17722,,,none,,47.0,47.0,0.0,True,,28.0,,0.0,,N,N,,,,5.0,S,S,S,S,S,S,S,False,,,S,S,11.0,11.0,5.0,5.0,5,39,39,LETE,1.0,0,0.0,False,True,False,34.0,34,34,39,39,,,2,5.0,0.0,2E,0E,34|39,2E|0E,0|5,,,no popsicle stick located; no eggs seen in area
578,30108.0,RUTW,2021,29.77045,-93.17622,,,none,,49.0,49.0,0.0,True,,30.0,,0.0,,N,N,,,,5.0,S,S,S,S,S,S,S,False,,,S,S,9.0,9.0,5.0,5.0,5,39,39,LETE,1.0,0,0.0,False,True,False,34.0,34,34,39,39,,,2,5.0,0.0,1E,W,34|39,1E|W,0|5,,,popsicle stick was washed out of the sand; no eggs seen in general area
579,30109.0,RUTE,2021,29.75604,-93.10871,,,fenced,,39.0,39.0,0.0,True,,20.0,0.0,0.0,,N,N,,,23.0,4.0,D,D,D,D,D,D,D,False,,,D,D,23.0,23.0,4.0,4.0,4,43,43,LETE,0.0,0,0.0,False,True,False,35.0,39,39,43,43,,,3,8.0,1.0,2E,0E,35|39|43,2E|2E|0E,0|4|4,,,
580,30110.0,RUTW,2021,29.76577,-93.1519,0.0,0.0,none,,54.0,54.0,0.0,True,,35.0,,0.0,,N,N,,,,8.0,U,U,U,U,U,U,U,False,,,U,U,19.0,19.0,8.0,8.0,8,54,54,LETE,0.0,0,0.0,False,True,True,42.0,46,46,54,54,,,3,12.0,0.0,2E,0E,42|46|54,2E|2E|0E,0|4|8,,,"6/3: hatch date, but no eggs or chicks seen. no evidence of being run over or predators."
581,30111.0,RUTE,2021,29.75746,-93.11464,0.0,0.0,fenced,,52.0,52.0,0.0,True,,33.0,,0.0,,N,N,,,,6.0,U,U,U,U,U,U,U,False,,,U,U,19.0,19.0,6.0,6.0,6,52,52,LETE,0.0,0,0.0,False,True,True,43.0,46,46,52,52,,,3,9.0,0.0,2E,0E,43|46|52,2E|2E|0E,0|3|6,,,
582,30112.0,RUTW,2021,29.7652,-93.14928,0.0,0.0,none,,64.0,64.0,0.0,True,,45.0,,0.0,,N,N,,,,8.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,9.0,9.0,8.0,8.0,8,54,54,LETE,1.0,0,0.0,False,True,False,46.0,46,46,54,54,,,2,8.0,0.0,1E,Hu,46|54,1E|Hu,0|8,,,6/3: nest run over
583,30113.0,RUTE,2021,29.75923,-93.1211,0.0,0.0,fenced,,62.0,62.0,0.0,True,,43.0,0.0,0.0,,N,N,,,9.0,6.0,D,D,D,D,D,D,D,False,,,D,D,9.0,9.0,6.0,6.0,6,52,52,LETE,1.0,0,0.0,False,True,False,46.0,46,46,52,52,,,2,6.0,0.0,2E,coyote,46|52,2E|coyote,0|6,,,
584,30114.0,RUTE,2021,29.75776,-93.1158,0.0,0.0,fenced,,47.0,47.0,0.0,True,,28.0,,0.0,,N,N,,,,6.0,U,U,U,U,U,U,U,False,,,U,U,24.0,24.0,6.0,6.0,6,52,52,LETE,0.0,0,0.0,False,True,True,46.0,46,46,52,52,,,2,6.0,1.0,starr,0E,46|52,starr|0E,0|6,,,
585,30115.0,RUTE,2021,29.75636,-93.10936,0.0,0.0,fenced,,61.0,61.0,0.0,True,,42.0,,0.0,,N,N,,,,4.0,U-H,U-H,U-H,U-H,U-H,U-H,U-H,False,,,U-H,U-H,27.0,27.0,4.0,4.0,4,69,69,LETE,0.0,0,0.0,False,True,True,46.0,65,65,69,69,,,6,23.0,1.0,1E,0E,46|52|57|61|65|69,1E|1E|1E|1E|1E|0E,0|6|5|4|4|4,,,"U, but possibliy hatched, no evidence of predation or other disturbance"
586,30116.0,RUTE,2021,29.75944,-93.1218,0.0,0.0,fenced,,61.0,61.0,0.0,True,,42.0,0.0,0.0,,N,N,,,15.0,5.0,F,F,F,F,F,F,F,False,,,F,F,15.0,15.0,5.0,5.0,5,57,57,LETE,1.0,0,0.0,False,True,False,52.0,52,52,57,57,,,2,5.0,0.0,2E,0E,52|57,2E|0E,0|5,,,
587,30117.0,RUTE,2021,29.75714,-93.11253,0.0,0.0,fenced,,65.0,65.0,0.0,True,,46.0,0.0,0.0,,N,N,,,11.0,5.0,F,F,F,F,F,F,F,False,,,F,F,11.0,11.0,5.0,5.0,5,57,57,LETE,1.0,0,0.0,False,True,False,52.0,52,52,57,57,,,2,5.0,0.0,2E,0E,52|57,2E|0E,0|5,,,
588,30118.0,RUTE,2021,29.75655,-93.11017,0.0,0.0,fenced,,66.0,66.0,0.0,True,,47.0,0.0,0.0,,N,N,,,10.0,5.0,F,F,F,F,F,F,F,False,,,F,F,10.0,10.0,5.0,5.0,5,57,57,LETE,1.0,0,0.0,False,True,False,52.0,52,52,57,57,,,2,5.0,0.0,2E,0E,52|57,2E|0E,0|5,,,
589,30119.0,RUTE,2021,29.75567,-93.10702,0.0,0.0,fenced,,56.0,56.0,0.0,True,,37.0,,0.0,,N,N,,,,9.0,U-D,U-D,U-D,U-D,U-D,U-D,U-D,False,,,U-D,U-D,24.0,24.0,9.0,9.0,9,61,61,LETE,0.0,0,0.0,False,True,False,52.0,52,52,61,61,,,2,9.0,1.0,2E,0E,52|61,2E|0E,0|9,,,"possibly depredated by coyote, but uncertain"
590,30120.0,RUTW,2021,29.76399,-93.14401,0.0,0.0,none,,57.0,57.0,0.0,True,,38.0,,0.0,,N,N,,,,4.0,U-H,U-H,U-H,U-H,U-H,U-H,U-H,False,,,U-H,U-H,20.0,20.0,4.0,4.0,4,58,58,LETE,0.0,0,0.0,False,True,True,54.0,54,54,58,58,,,2,4.0,0.0,2E,0E,54|58,2E|0E,0|4,,,"U, but possibliy hatched, no evidence of predation or other disturbance"
591,30121.0,RUTW,2021,29.76682,-93.15689,0.0,0.0,none,,66.0,66.0,0.0,True,,47.0,,0.0,,N,N,,,,3.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,14.0,14.0,3.0,3.0,3,61,61,LETE,1.0,0,0.0,False,True,False,54.0,58,58,61,61,,,3,7.0,0.0,3E,Hu,54|58|61,3E|3E|Hu,0|4|3,,,6/10: nest run over
592,30122.0,RUTE,2021,29.75694,-93.11057,,,none,C,73.0,73.0,0.0,True,,57.0,0.0,0.0,,Y,Y,N,D,15.0,3.0,D,D,D,D,D,D,D,False,D,D,D,D,15.0,15.0,3.0,3.0,3,72,72,CONI,0.0,0,0.0,False,False,False,58.0,69,69,72,72,,,5,14.0,0.0,2E,coyote,58|61|65|69|72,2E|2E|2E|2E|coyote,0|3|4|4|3,,,
593,30123.0,RUTE,2021,29.75611,-93.10704,50.0,30.0,none,,60.0,61.0,1.0,False,,33.0,1.0,0.0,,N,N,,,29.0,3.0,H,H,H,H,H,H,H,False,,,H,H,28.0,29.0,3.0,3.0,0,61,61,WIPL,0.0,1,0.0,True,True,False,58.0,61,61,61,61,,,2,3.0,0.0,3E,1E,58|61,3E|1E,0|3,,,
